"Tabela 5457 - Área plantada ou destinada à colheita, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias e permanentes"
"Unidade da Federação";"Ano";"Produto das lavouras temporárias e permanentes";"Variável"
"Unidade da Federação";"Ano";"Produto das lavouras temporárias e permanentes";"Quantidade produzida (Toneladas)";"Valor da produção (Mil Reais)"
"Rio de Janeiro";"2012";"Pera";"-";"-"
"Rio de Janeiro";"2012";"Pêssego";"228";"570"
"Rio de Janeiro";"2012";"Pimenta-do-reino";"-";"-"
"Rio de Janeiro";"2012";"Rami (fibra)";"-";"-"
"Rio de Janeiro";"2012";"Sisal ou agave (fibra)";"-";"-"
"Rio de Janeiro";"2012";"Soja (em grão)";"-";"-"
"Rio de Janeiro";"2012";"Sorgo (em grão)";"-";"-"
"Rio de Janeiro";"2012";"Tangerina";"41010";"31180"
"Rio de Janeiro";"2012";"Tomate";"195665";"287641"
"Rio de Janeiro";"2012";"Trigo (em grão)";"-";"-"
"Rio de Janeiro";"2012";"Triticale (em grão)";"-";"-"
"Rio de Janeiro";"2012";"Tungue (fruto seco)";"-";"-"
"Rio de Janeiro";"2012";"Urucum (semente)";"16";"32"
"Rio de Janeiro";"2012";"Uva";"128";"240"
"Rio de Janeiro";"2013";"Abacate";"424";"283"
"Rio de Janeiro";"2013";"Abacaxi*";"120682";"163821"
"Rio de Janeiro";"2013";"Açaí";"...";"..."
"Rio de Janeiro";"2013";"Alfafa fenada";"...";"..."
"Rio de Janeiro";"2013";"Algodão arbóreo (em caroço)";"-";"-"
"Rio de Janeiro";"2013";"Algodão herbáceo (em caroço)";"-";"-"
"Rio de Janeiro";"2013";"Alho";"-";"-"
"Rio de Janeiro";"2013";"Amendoim (em casca)";"-";"-"
"Rio de Janeiro";"2013";"Arroz (em casca)";"3344";"2345"
"Rio de Janeiro";"2013";"Aveia (em grão)";"-";"-"
"Rio de Janeiro";"2013";"Azeitona";"-";"-"
"Rio de Janeiro";"2013";"Banana (cacho)";"150586";"99973"
"Rio de Janeiro";"2013";"Batata-doce";"15402";"6559"
"Rio de Janeiro";"2013";"Batata-inglesa";"838";"551"
"Rio de Janeiro";"2013";"Borracha (látex coagulado)";"257";"1186"
"Rio de Janeiro";"2013";"Borracha (látex líquido)";"...";"..."
"Rio de Janeiro";"2013";"Cacau (em amêndoa)";"-";"-"
"Rio de Janeiro";"2013";"Café (em grão) Total";"16864";"68664"
"Rio de Janeiro";"2013";"Café (em grão) Arábica";"16864";"68664"
"Rio de Janeiro";"2013";"Café (em grão) Canephora";"-";"-"
"Rio de Janeiro";"2013";"Caju";"...";"..."
"Rio de Janeiro";"2013";"Cana-de-açúcar";"4955701";"209518"
"Rio de Janeiro";"2013";"Cana para forragem";"...";"..."
"Rio de Janeiro";"2013";"Caqui";"15222";"11679"
"Rio de Janeiro";"2013";"Castanha de caju";"-";"-"
"Rio de Janeiro";"2013";"Cebola";"-";"-"
"Rio de Janeiro";"2013";"Centeio (em grão)";"-";"-"
"Rio de Janeiro";"2013";"Cevada (em grão)";"-";"-"
"Rio de Janeiro";"2013";"Chá-da-índia (folha verde)";"-";"-"
"Rio de Janeiro";"2013";"Coco-da-baía*";"69630";"66213"
"Rio de Janeiro";"2013";"Dendê (cacho de coco)";"-";"-"
"Rio de Janeiro";"2013";"Erva-mate (folha verde)";"-";"-"
"Rio de Janeiro";"2013";"Ervilha (em grão)";"-";"-"
"Rio de Janeiro";"2013";"Fava (em grão)";"-";"-"
"Rio de Janeiro";"2013";"Feijão (em grão)";"3039";"6120"
"Rio de Janeiro";"2013";"Figo";"7";"21"
"Rio de Janeiro";"2013";"Fumo (em folha)";"-";"-"
"Rio de Janeiro";"2013";"Girassol (em grão)";"-";"-"
"Rio de Janeiro";"2013";"Goiaba";"10964";"6464"
"Rio de Janeiro";"2013";"Guaraná (semente)";"-";"-"
"Rio de Janeiro";"2013";"Juta (fibra)";"-";"-"
"Rio de Janeiro";"2013";"Laranja";"60279";"42298"
"Rio de Janeiro";"2013";"Limão";"20008";"13724"
"Rio de Janeiro";"2013";"Linho (semente)";"-";"-"
"Rio de Janeiro";"2013";"Maçã";"-";"-"
"Rio de Janeiro";"2013";"Malva (fibra)";"-";"-"
"Rio de Janeiro";"2013";"Mamão";"504";"346"
"Rio de Janeiro";"2013";"Mamona (baga)";"-";"-"
"Rio de Janeiro";"2013";"Mandioca";"195343";"135334"
"Rio de Janeiro";"2013";"Manga";"4306";"3046"
"Rio de Janeiro";"2013";"Maracujá";"11302";"9854"
"Rio de Janeiro";"2013";"Marmelo";"-";"-"
"Rio de Janeiro";"2013";"Melancia";"100";"70"
"Rio de Janeiro";"2013";"Melão";"90";"57"
"Rio de Janeiro";"2013";"Milho (em grão)";"13321";"7222"
"Rio de Janeiro";"2013";"Noz (fruto seco)";"-";"-"
"Rio de Janeiro";"2013";"Palmito";"680";"4156"
"Rio de Janeiro";"2013";"Pera";"-";"-"
"Rio de Janeiro";"2013";"Pêssego";"156";"390"
"Rio de Janeiro";"2013";"Pimenta-do-reino";"-";"-"
"Rio de Janeiro";"2013";"Rami (fibra)";"-";"-"
"Rio de Janeiro";"2013";"Sisal ou agave (fibra)";"-";"-"
"Rio de Janeiro";"2013";"Soja (em grão)";"-";"-"
"Rio de Janeiro";"2013";"Sorgo (em grão)";"-";"-"
"Rio de Janeiro";"2013";"Tangerina";"40188";"29006"
"Rio de Janeiro";"2013";"Tomate";"182069";"240645"
"Rio de Janeiro";"2013";"Trigo (em grão)";"-";"-"
"Rio de Janeiro";"2013";"Triticale (em grão)";"-";"-"
"Rio de Janeiro";"2013";"Tungue (fruto seco)";"-";"-"
"Rio de Janeiro";"2013";"Urucum (semente)";"16";"11"
"Rio de Janeiro";"2013";"Uva";"142";"498"
"Rio de Janeiro";"2014";"Abacate";"378";"423"
"Rio de Janeiro";"2014";"Abacaxi*";"109810";"151692"
"Rio de Janeiro";"2014";"Açaí";"...";"..."
"Rio de Janeiro";"2014";"Alfafa fenada";"...";"..."
"Rio de Janeiro";"2014";"Algodão arbóreo (em caroço)";"-";"-"
"Rio de Janeiro";"2014";"Algodão herbáceo (em caroço)";"-";"-"
"Rio de Janeiro";"2014";"Alho";"-";"-"
"Rio de Janeiro";"2014";"Amendoim (em casca)";"-";"-"
"Rio de Janeiro";"2014";"Arroz (em casca)";"2858";"2379"
"Rio de Janeiro";"2014";"Aveia (em grão)";"-";"-"
"Rio de Janeiro";"2014";"Azeitona";"-";"-"
"Rio de Janeiro";"2014";"Banana (cacho)";"131702";"108753"
"Rio de Janeiro";"2014";"Batata-doce";"13070";"8565"
"Rio de Janeiro";"2014";"Batata-inglesa";"810";"711"
"Rio de Janeiro";"2014";"Borracha (látex coagulado)";"245";"809"
"Rio de Janeiro";"2014";"Borracha (látex líquido)";"...";"..."
"Rio de Janeiro";"2014";"Cacau (em amêndoa)";"-";"-"
"Rio de Janeiro";"2014";"Café (em grão) Total";"17481";"66735"
"Rio de Janeiro";"2014";"Café (em grão) Arábica";"17481";"66735"
"Rio de Janeiro";"2014";"Café (em grão) Canephora";"-";"-"
"Rio de Janeiro";"2014";"Caju";"...";"..."
"Rio de Janeiro";"2014";"Cana-de-açúcar";"4783066";"176437"
"Rio de Janeiro";"2014";"Cana para forragem";"...";"..."
"Rio de Janeiro";"2014";"Caqui";"14470";"20124"
"Rio de Janeiro";"2014";"Castanha de caju";"-";"-"
"Rio de Janeiro";"2014";"Cebola";"-";"-"
"Rio de Janeiro";"2014";"Centeio (em grão)";"-";"-"
"Rio de Janeiro";"2014";"Cevada (em grão)";"-";"-"
"Rio de Janeiro";"2014";"Chá-da-índia (folha verde)";"-";"-"
"Rio de Janeiro";"2014";"Coco-da-baía*";"65871";"74727"
"Rio de Janeiro";"2014";"Dendê (cacho de coco)";"-";"-"
"Rio de Janeiro";"2014";"Erva-mate (folha verde)";"-";"-"
"Rio de Janeiro";"2014";"Ervilha (em grão)";"-";"-"
"Rio de Janeiro";"2014";"Fava (em grão)";"-";"-"
"Rio de Janeiro";"2014";"Feijão (em grão)";"2466";"4969"
"Rio de Janeiro";"2014";"Figo";"7";"21"
"Rio de Janeiro";"2014";"Fumo (em folha)";"-";"-"
"Rio de Janeiro";"2014";"Girassol (em grão)";"-";"-"
"Rio de Janeiro";"2014";"Goiaba";"14179";"16342"
"Rio de Janeiro";"2014";"Guaraná (semente)";"-";"-"
"Rio de Janeiro";"2014";"Juta (fibra)";"-";"-"
"Rio de Janeiro";"2014";"Laranja";"97092";"64782"
"Rio de Janeiro";"2014";"Limão";"23355";"21371"
"Rio de Janeiro";"2014";"Linho (semente)";"-";"-"
"Rio de Janeiro";"2014";"Maçã";"-";"-"
"Rio de Janeiro";"2014";"Malva (fibra)";"-";"-"
"Rio de Janeiro";"2014";"Mamão";"602";"447"
"Rio de Janeiro";"2014";"Mamona (baga)";"-";"-"
"Rio de Janeiro";"2014";"Mandioca";"193409";"131942"
"Rio de Janeiro";"2014";"Manga";"3183";"2266"
"Rio de Janeiro";"2014";"Maracujá";"6286";"10379"
"Rio de Janeiro";"2014";"Marmelo";"-";"-"
"Rio de Janeiro";"2014";"Melancia";"-";"-"
"Rio de Janeiro";"2014";"Melão";"-";"-"
"Rio de Janeiro";"2014";"Milho (em grão)";"11062";"6213"
"Rio de Janeiro";"2014";"Noz (fruto seco)";"-";"-"
"Rio de Janeiro";"2014";"Palmito";"860";"6118"
"Rio de Janeiro";"2014";"Pera";"-";"-"
"Rio de Janeiro";"2014";"Pêssego";"156";"299"
"Rio de Janeiro";"2014";"Pimenta-do-reino";"-";"-"
"Rio de Janeiro";"2014";"Rami (fibra)";"-";"-"
"Rio de Janeiro";"2014";"Sisal ou agave (fibra)";"-";"-"
"Rio de Janeiro";"2014";"Soja (em grão)";"-";"-"
"Rio de Janeiro";"2014";"Sorgo (em grão)";"-";"-"
"Rio de Janeiro";"2014";"Tangerina";"37761";"25888"
"Rio de Janeiro";"2014";"Tomate";"207424";"337868"
"Rio de Janeiro";"2014";"Trigo (em grão)";"-";"-"
"Rio de Janeiro";"2014";"Triticale (em grão)";"-";"-"
"Rio de Janeiro";"2014";"Tungue (fruto seco)";"-";"-"
"Rio de Janeiro";"2014";"Urucum (semente)";"16";"56"
"Rio de Janeiro";"2014";"Uva";"145";"613"
"Rio de Janeiro";"2015";"Abacate";"376";"537"
"Rio de Janeiro";"2015";"Abacaxi*";"93240";"141856"
"Rio de Janeiro";"2015";"Açaí";"-";"-"
"Rio de Janeiro";"2015";"Alfafa fenada";"...";"..."
"Rio de Janeiro";"2015";"Algodão arbóreo (em caroço)";"-";"-"
"Rio de Janeiro";"2015";"Algodão herbáceo (em caroço)";"-";"-"
"Rio de Janeiro";"2015";"Alho";"-";"-"
"Rio de Janeiro";"2015";"Amendoim (em casca)";"-";"-"
"Rio de Janeiro";"2015";"Arroz (em casca)";"690";"678"
"Rio de Janeiro";"2015";"Aveia (em grão)";"-";"-"
"Rio de Janeiro";"2015";"Azeitona";"-";"-"
"Rio de Janeiro";"2015";"Banana (cacho)";"140876";"140350"
"Rio de Janeiro";"2015";"Batata-doce";"10075";"12030"
"Rio de Janeiro";"2015";"Batata-inglesa";"628";"687"
"Rio de Janeiro";"2015";"Borracha (látex coagulado)";"254";"787"
"Rio de Janeiro";"2015";"Borracha (látex líquido)";"...";"..."
"Rio de Janeiro";"2015";"Cacau (em amêndoa)";"-";"-"
"Rio de Janeiro";"2015";"Café (em grão) Total";"19107";"83200"
"Rio de Janeiro";"2015";"Café (em grão) Arábica";"19107";"83200"
"Rio de Janeiro";"2015";"Café (em grão) Canephora";"-";"-"
"Rio de Janeiro";"2015";"Caju";"...";"..."
"Rio de Janeiro";"2015";"Cana-de-açúcar";"3919509";"204141"
"Rio de Janeiro";"2015";"Cana para forragem";"...";"..."
"Rio de Janeiro";"2015";"Caqui";"11899";"16533"
"Rio de Janeiro";"2015";"Castanha de caju";"-";"-"
"Rio de Janeiro";"2015";"Cebola";"-";"-"
"Rio de Janeiro";"2015";"Centeio (em grão)";"-";"-"
"Rio de Janeiro";"2015";"Cevada (em grão)";"-";"-"
"Rio de Janeiro";"2015";"Chá-da-índia (folha verde)";"-";"-"
"Rio de Janeiro";"2015";"Coco-da-baía*";"44787";"50374"
"Rio de Janeiro";"2015";"Dendê (cacho de coco)";"-";"-"
"Rio de Janeiro";"2015";"Erva-mate (folha verde)";"-";"-"
"Rio de Janeiro";"2015";"Ervilha (em grão)";"-";"-"
"Rio de Janeiro";"2015";"Fava (em grão)";"-";"-"
"Rio de Janeiro";"2015";"Feijão (em grão)";"1810";"4156"
"Rio de Janeiro";"2015";"Figo";"-";"-"
"Rio de Janeiro";"2015";"Fumo (em folha)";"-";"-"
"Rio de Janeiro";"2015";"Girassol (em grão)";"-";"-"
"Rio de Janeiro";"2015";"Goiaba";"15082";"25022"
"Rio de Janeiro";"2015";"Guaraná (semente)";"-";"-"
"Rio de Janeiro";"2015";"Juta (fibra)";"-";"-"
"Rio de Janeiro";"2015";"Laranja";"75113";"69731"
"Rio de Janeiro";"2015";"Limão";"21354";"19190"
"Rio de Janeiro";"2015";"Linho (semente)";"-";"-"
"Rio de Janeiro";"2015";"Maçã";"-";"-"
"Rio de Janeiro";"2015";"Malva (fibra)";"-";"-"
"Rio de Janeiro";"2015";"Mamão";"412";"380"
"Rio de Janeiro";"2015";"Mamona (baga)";"-";"-"
"Rio de Janeiro";"2015";"Mandioca";"154045";"152820"
"Rio de Janeiro";"2015";"Manga";"3157";"3082"
"Rio de Janeiro";"2015";"Maracujá";"6544";"12997"
"Rio de Janeiro";"2015";"Marmelo";"-";"-"
"Rio de Janeiro";"2015";"Melancia";"-";"-"
"Rio de Janeiro";"2015";"Melão";"-";"-"
"Rio de Janeiro";"2015";"Milho (em grão)";"6234";"5925"
"Rio de Janeiro";"2015";"Noz (fruto seco)";"-";"-"
"Rio de Janeiro";"2015";"Palmito";"727";"5213"
"Rio de Janeiro";"2015";"Pera";"-";"-"
"Rio de Janeiro";"2015";"Pêssego";"12";"30"
"Rio de Janeiro";"2015";"Pimenta-do-reino";"-";"-"
"Rio de Janeiro";"2015";"Rami (fibra)";"-";"-"
"Rio de Janeiro";"2015";"Sisal ou agave (fibra)";"-";"-"
"Rio de Janeiro";"2015";"Soja (em grão)";"-";"-"
"Rio de Janeiro";"2015";"Sorgo (em grão)";"-";"-"
"Rio de Janeiro";"2015";"Tangerina";"41371";"30615"
"Rio de Janeiro";"2015";"Tomate";"185889";"311937"
"Rio de Janeiro";"2015";"Trigo (em grão)";"-";"-"
"Rio de Janeiro";"2015";"Triticale (em grão)";"-";"-"
"Rio de Janeiro";"2015";"Tungue (fruto seco)";"-";"-"
"Rio de Janeiro";"2015";"Urucum (semente)";"16";"56"
"Rio de Janeiro";"2015";"Uva";"101";"470"
"Rio de Janeiro";"2016";"Abacate";"394";"524"
"Rio de Janeiro";"2016";"Abacaxi*";"92696";"139315"
"Rio de Janeiro";"2016";"Açaí";"-";"-"
"Rio de Janeiro";"2016";"Alfafa fenada";"...";"..."
"Rio de Janeiro";"2016";"Algodão arbóreo (em caroço)";"-";"-"
"Rio de Janeiro";"2016";"Algodão herbáceo (em caroço)";"-";"-"
"Rio de Janeiro";"2016";"Alho";"-";"-"
"Rio de Janeiro";"2016";"Amendoim (em casca)";"-";"-"
"Rio de Janeiro";"2016";"Arroz (em casca)";"856";"905"
"Rio de Janeiro";"2016";"Aveia (em grão)";"-";"-"
"Rio de Janeiro";"2016";"Azeitona";"-";"-"
"Rio de Janeiro";"2016";"Banana (cacho)";"142817";"156411"
"Rio de Janeiro";"2016";"Batata-doce";"8450";"11518"
"Rio de Janeiro";"2016";"Batata-inglesa";"579";"1055"
"Rio de Janeiro";"2016";"Borracha (látex coagulado)";"254";"269"
"Rio de Janeiro";"2016";"Borracha (látex líquido)";"...";"..."
"Rio de Janeiro";"2016";"Cacau (em amêndoa)";"-";"-"
"Rio de Janeiro";"2016";"Café (em grão) Total";"18707";"90653"
"Rio de Janeiro";"2016";"Café (em grão) Arábica";"18707";"90653"
"Rio de Janeiro";"2016";"Café (em grão) Canephora";"-";"-"
"Rio de Janeiro";"2016";"Caju";"...";"..."
"Rio de Janeiro";"2016";"Cana-de-açúcar";"2514376";"168220"
"Rio de Janeiro";"2016";"Cana para forragem";"...";"..."
"Rio de Janeiro";"2016";"Caqui";"9748";"13780"
"Rio de Janeiro";"2016";"Castanha de caju";"-";"-"
"Rio de Janeiro";"2016";"Cebola";"-";"-"
"Rio de Janeiro";"2016";"Centeio (em grão)";"-";"-"
"Rio de Janeiro";"2016";"Cevada (em grão)";"-";"-"
"Rio de Janeiro";"2016";"Chá-da-índia (folha verde)";"-";"-"
"Rio de Janeiro";"2016";"Coco-da-baía*";"45862";"48197"
"Rio de Janeiro";"2016";"Dendê (cacho de coco)";"-";"-"
"Rio de Janeiro";"2016";"Erva-mate (folha verde)";"-";"-"
"Rio de Janeiro";"2016";"Ervilha (em grão)";"-";"-"
"Rio de Janeiro";"2016";"Fava (em grão)";"-";"-"
"Rio de Janeiro";"2016";"Feijão (em grão)";"1717";"4423"
"Rio de Janeiro";"2016";"Figo";"9";"25"
"Rio de Janeiro";"2016";"Fumo (em folha)";"-";"-"
"Rio de Janeiro";"2016";"Girassol (em grão)";"-";"-"
"Rio de Janeiro";"2016";"Goiaba";"15571";"23960"
"Rio de Janeiro";"2016";"Guaraná (semente)";"-";"-"
"Rio de Janeiro";"2016";"Juta (fibra)";"-";"-"
"Rio de Janeiro";"2016";"Laranja";"46284";"44148"
"Rio de Janeiro";"2016";"Limão";"19016";"34553"
"Rio de Janeiro";"2016";"Linho (semente)";"-";"-"
"Rio de Janeiro";"2016";"Maçã";"-";"-"
"Rio de Janeiro";"2016";"Malva (fibra)";"-";"-"
"Rio de Janeiro";"2016";"Mamão";"134";"63"
"Rio de Janeiro";"2016";"Mamona (baga)";"-";"-"
"Rio de Janeiro";"2016";"Mandioca";"156531";"167769"
"Rio de Janeiro";"2016";"Manga";"2306";"2394"
"Rio de Janeiro";"2016";"Maracujá";"5956";"12689"
"Rio de Janeiro";"2016";"Marmelo";"-";"-"
"Rio de Janeiro";"2016";"Melancia";"-";"-"
"Rio de Janeiro";"2016";"Melão";"-";"-"
"Rio de Janeiro";"2016";"Milho (em grão)";"7563";"7877"
"Rio de Janeiro";"2016";"Noz (fruto seco)";"-";"-"
"Rio de Janeiro";"2016";"Palmito";"793";"4989"
"Rio de Janeiro";"2016";"Pera";"-";"-"
"Rio de Janeiro";"2016";"Pêssego";"-";"-"
"Rio de Janeiro";"2016";"Pimenta-do-reino";"-";"-"
"Rio de Janeiro";"2016";"Rami (fibra)";"-";"-"
"Rio de Janeiro";"2016";"Sisal ou agave (fibra)";"-";"-"
"Rio de Janeiro";"2016";"Soja (em grão)";"-";"-"
"Rio de Janeiro";"2016";"Sorgo (em grão)";"-";"-"
"Rio de Janeiro";"2016";"Tangerina";"28706";"25408"
"Rio de Janeiro";"2016";"Tomate";"179205";"313630"
"Rio de Janeiro";"2016";"Trigo (em grão)";"-";"-"
"Rio de Janeiro";"2016";"Triticale (em grão)";"-";"-"
"Rio de Janeiro";"2016";"Tungue (fruto seco)";"-";"-"
"Rio de Janeiro";"2016";"Urucum (semente)";"16";"39"
"Rio de Janeiro";"2016";"Uva";"258";"1370"
"Rio de Janeiro";"2017";"Abacate";"356";"629"
"Rio de Janeiro";"2017";"Abacaxi*";"114419";"140164"
"Rio de Janeiro";"2017";"Açaí";"-";"-"
"Rio de Janeiro";"2017";"Alfafa fenada";"...";"..."
"Rio de Janeiro";"2017";"Algodão arbóreo (em caroço)";"-";"-"
"Rio de Janeiro";"2017";"Algodão herbáceo (em caroço)";"-";"-"
"Rio de Janeiro";"2017";"Alho";"-";"-"
"Rio de Janeiro";"2017";"Amendoim (em casca)";"-";"-"
"Rio de Janeiro";"2017";"Arroz (em casca)";"1888";"1861"
"Rio de Janeiro";"2017";"Aveia (em grão)";"-";"-"
"Rio de Janeiro";"2017";"Azeitona";"-";"-"
"Rio de Janeiro";"2017";"Banana (cacho)";"88183";"126543"
"Rio de Janeiro";"2017";"Batata-doce";"8369";"7750"
"Rio de Janeiro";"2017";"Batata-inglesa";"542";"646"
"Rio de Janeiro";"2017";"Borracha (látex coagulado)";"195";"517"
"Rio de Janeiro";"2017";"Borracha (látex líquido)";"...";"..."
"Rio de Janeiro";"2017";"Cacau (em amêndoa)";"-";"-"
"Rio de Janeiro";"2017";"Café (em grão) Total";"18129";"84411"
"Rio de Janeiro";"2017";"Café (em grão) Arábica";"18129";"84411"
"Rio de Janeiro";"2017";"Café (em grão) Canephora";"-";"-"
"Rio de Janeiro";"2017";"Caju";"...";"..."
"Rio de Janeiro";"2017";"Cana-de-açúcar";"2352977";"185557"
"Rio de Janeiro";"2017";"Cana para forragem";"...";"..."
"Rio de Janeiro";"2017";"Caqui";"11867";"15036"
"Rio de Janeiro";"2017";"Castanha de caju";"-";"-"
"Rio de Janeiro";"2017";"Cebola";"-";"-"
"Rio de Janeiro";"2017";"Centeio (em grão)";"-";"-"
"Rio de Janeiro";"2017";"Cevada (em grão)";"-";"-"
"Rio de Janeiro";"2017";"Chá-da-índia (folha verde)";"-";"-"
"Rio de Janeiro";"2017";"Coco-da-baía*";"45797";"50758"
"Rio de Janeiro";"2017";"Dendê (cacho de coco)";"-";"-"
"Rio de Janeiro";"2017";"Erva-mate (folha verde)";"-";"-"
"Rio de Janeiro";"2017";"Ervilha (em grão)";"-";"-"
"Rio de Janeiro";"2017";"Fava (em grão)";"-";"-"
"Rio de Janeiro";"2017";"Feijão (em grão)";"1699";"4650"
"Rio de Janeiro";"2017";"Figo";"-";"-"
"Rio de Janeiro";"2017";"Fumo (em folha)";"-";"-"
"Rio de Janeiro";"2017";"Girassol (em grão)";"-";"-"
"Rio de Janeiro";"2017";"Goiaba";"15114";"23387"
"Rio de Janeiro";"2017";"Guaraná (semente)";"-";"-"
"Rio de Janeiro";"2017";"Juta (fibra)";"-";"-"
"Rio de Janeiro";"2017";"Laranja";"51545";"52260"
"Rio de Janeiro";"2017";"Limão";"22381";"31507"
"Rio de Janeiro";"2017";"Linho (semente)";"-";"-"
"Rio de Janeiro";"2017";"Maçã";"-";"-"
"Rio de Janeiro";"2017";"Malva (fibra)";"-";"-"
"Rio de Janeiro";"2017";"Mamão";"34";"31"
"Rio de Janeiro";"2017";"Mamona (baga)";"-";"-"
"Rio de Janeiro";"2017";"Mandioca";"142292";"129773"
"Rio de Janeiro";"2017";"Manga";"2332";"2972"
"Rio de Janeiro";"2017";"Maracujá";"6438";"14993"
"Rio de Janeiro";"2017";"Marmelo";"-";"-"
"Rio de Janeiro";"2017";"Melancia";"1200";"1440"
"Rio de Janeiro";"2017";"Melão";"-";"-"
"Rio de Janeiro";"2017";"Milho (em grão)";"8243";"5767"
"Rio de Janeiro";"2017";"Noz (fruto seco)";"-";"-"
"Rio de Janeiro";"2017";"Palmito";"2129";"36907"
"Rio de Janeiro";"2017";"Pera";"-";"-"
"Rio de Janeiro";"2017";"Pêssego";"-";"-"
"Rio de Janeiro";"2017";"Pimenta-do-reino";"-";"-"
"Rio de Janeiro";"2017";"Rami (fibra)";"-";"-"
"Rio de Janeiro";"2017";"Sisal ou agave (fibra)";"-";"-"
"Rio de Janeiro";"2017";"Soja (em grão)";"-";"-"
"Rio de Janeiro";"2017";"Sorgo (em grão)";"-";"-"
"Rio de Janeiro";"2017";"Tangerina";"37440";"27364"
"Rio de Janeiro";"2017";"Tomate";"175751";"296119"
"Rio de Janeiro";"2017";"Trigo (em grão)";"-";"-"
"Rio de Janeiro";"2017";"Triticale (em grão)";"-";"-"
"Rio de Janeiro";"2017";"Tungue (fruto seco)";"-";"-"
"Rio de Janeiro";"2017";"Urucum (semente)";"16";"16"
"Rio de Janeiro";"2017";"Uva";"302";"1408"
"Rio de Janeiro";"2018";"Abacate";"485";"668"
"Rio de Janeiro";"2018";"Abacaxi*";"142258";"165369"
"Rio de Janeiro";"2018";"Açaí";"-";"-"
"Rio de Janeiro";"2018";"Alfafa fenada";"...";"..."
"Rio de Janeiro";"2018";"Algodão arbóreo (em caroço)";"-";"-"
"Rio de Janeiro";"2018";"Algodão herbáceo (em caroço)";"-";"-"
"Rio de Janeiro";"2018";"Alho";"-";"-"
"Rio de Janeiro";"2018";"Amendoim (em casca)";"-";"-"
"Rio de Janeiro";"2018";"Arroz (em casca)";"379";"543"
"Rio de Janeiro";"2018";"Aveia (em grão)";"-";"-"
"Rio de Janeiro";"2018";"Azeitona";"-";"-"
"Rio de Janeiro";"2018";"Banana (cacho)";"74975";"96760"
"Rio de Janeiro";"2018";"Batata-doce";"11086";"12416"
"Rio de Janeiro";"2018";"Batata-inglesa";"397";"438"
"Rio de Janeiro";"2018";"Borracha (látex coagulado)";"205";"566"
"Rio de Janeiro";"2018";"Borracha (látex líquido)";"...";"..."
"Rio de Janeiro";"2018";"Cacau (em amêndoa)";"-";"-"
"Rio de Janeiro";"2018";"Café (em grão) Total";"18689";"112167"
"Rio de Janeiro";"2018";"Café (em grão) Arábica";"18689";"112167"
"Rio de Janeiro";"2018";"Café (em grão) Canephora";"-";"-"
"Rio de Janeiro";"2018";"Caju";"...";"..."
"Rio de Janeiro";"2018";"Cana-de-açúcar";"2191722";"130474"
"Rio de Janeiro";"2018";"Cana para forragem";"...";"..."
"Rio de Janeiro";"2018";"Caqui";"13404";"20343"
"Rio de Janeiro";"2018";"Castanha de caju";"-";"-"
"Rio de Janeiro";"2018";"Cebola";"-";"-"
"Rio de Janeiro";"2018";"Centeio (em grão)";"-";"-"
"Rio de Janeiro";"2018";"Cevada (em grão)";"-";"-"
"Rio de Janeiro";"2018";"Chá-da-índia (folha verde)";"-";"-"
"Rio de Janeiro";"2018";"Coco-da-baía*";"38405";"42316"
"Rio de Janeiro";"2018";"Dendê (cacho de coco)";"-";"-"
"Rio de Janeiro";"2018";"Erva-mate (folha verde)";"-";"-"
"Rio de Janeiro";"2018";"Ervilha (em grão)";"-";"-"
"Rio de Janeiro";"2018";"Fava (em grão)";"-";"-"
"Rio de Janeiro";"2018";"Feijão (em grão)";"1458";"3971"
"Rio de Janeiro";"2018";"Figo";"20";"131"
"Rio de Janeiro";"2018";"Fumo (em folha)";"-";"-"
"Rio de Janeiro";"2018";"Girassol (em grão)";"-";"-"
"Rio de Janeiro";"2018";"Goiaba";"14431";"16234"
"Rio de Janeiro";"2018";"Guaraná (semente)";"-";"-"
"Rio de Janeiro";"2018";"Juta (fibra)";"-";"-"
"Rio de Janeiro";"2018";"Laranja";"55742";"60389"
"Rio de Janeiro";"2018";"Limão";"20786";"34212"
"Rio de Janeiro";"2018";"Linho (semente)";"-";"-"
"Rio de Janeiro";"2018";"Maçã";"-";"-"
"Rio de Janeiro";"2018";"Malva (fibra)";"-";"-"
"Rio de Janeiro";"2018";"Mamão";"-";"-"
"Rio de Janeiro";"2018";"Mamona (baga)";"-";"-"
"Rio de Janeiro";"2018";"Mandioca";"134523";"125586"
"Rio de Janeiro";"2018";"Manga";"3160";"3307"
"Rio de Janeiro";"2018";"Maracujá";"7009";"12393"
"Rio de Janeiro";"2018";"Marmelo";"-";"-"
"Rio de Janeiro";"2018";"Melancia";"-";"-"
"Rio de Janeiro";"2018";"Melão";"-";"-"
"Rio de Janeiro";"2018";"Milho (em grão)";"7094";"5165"
"Rio de Janeiro";"2018";"Noz (fruto seco)";"-";"-"
"Rio de Janeiro";"2018";"Palmito";"1613";"25393"
"Rio de Janeiro";"2018";"Pera";"-";"-"
"Rio de Janeiro";"2018";"Pêssego";"-";"-"
"Rio de Janeiro";"2018";"Pimenta-do-reino";"-";"-"
"Rio de Janeiro";"2018";"Rami (fibra)";"-";"-"
